User_id;Active_days;Songs_per_day;Music_genres_per_day;Numer_devices;Proportion_working_time;Searches_per_day;Proportion_popular_songs;NORTHAMERICA;EU;ASIA;Premium_upgrade
2604;177;35;3;2;0;2;0.022039411;0;0;0;0
2605;19;25;2;1;0;6;0.035521507;0;0;0;0
2606;230;37;3;3;0;0;0.02006902;0;0;0;0
2607;131;22;2;2;0;1;0.019790751;0;0;0;0
2608;165;43;3;1;0.987603325;0;0.020244313;0;0;0;0
2609;150;36;2;2;0;6;0.008890183;0;0;0;0
2610;167;43;2;2;0.958575757;11;0.003963618;0;0;0;1
2611;173;34;3;2;0.815085964;2;0.004139378;0;0;0;0
2612;206;34;3;3;0;11;0.003190909;0;0;0;0
2613;191;45;3;3;0;17;0.010697661;0;0;0;0
2614;225;22;1;1;0;8;0.029254897;0;0;0;0
2615;73;56;3;2;0;0;0.010552131;0;0;0;0
2616;45;15;2;1;0;9;0.062605966;0;0;0;0
2617;8;59;5;3;0;4;0.015141914;0;0;0;0
2618;180;51;3;6;0;0;0.012898279;0;0;0;0
2619;38;27;3;2;0;8;0.015320099;0;0;0;0
2620;121;51;3;2;0;18;0.019265011;0;0;0;0
2621;227;23;2;1;0;6;0.026324009;0;0;0;0
2622;102;73;4;2;0.7155461;18;0.001366947;0;0;0;1
2623;157;35;2;2;0;0;0.007711657;0;0;0;0
2624;237;38;2;2;0;0;0.00244067;0;0;0;0
2625;165;16;2;3;0;0;0.044538281;0;0;0;0
2626;186;25;2;1;0;0;0.015398884;0;0;0;0
2627;183;28;2;3;0.351729357;0;0.013012998;0;0;0;0
2628;121;34;3;3;0;18;0.021994413;0;0;0;0
2629;231;38;3;1;0;3;0.004798781;0;0;0;0
2630;46;50;4;1;0.112876924;8;0.00144511;0;0;0;0
2631;186;27;3;1;0;4;0.036628335;0;0;0;0
2632;196;21;3;1;0;3;0.019587851;0;0;0;0
2633;239;30;2;2;0.785841793;18;0.032854735;0;0;0;1
2634;42;31;2;1;0;3;0.018793978;0;0;0;0
2635;173;22;2;3;0;1;0.037519024;0;0;0;0
2636;114;24;3;3;0;0;0.00888964;0;0;0;0
2637;153;50;3;4;0;4;0.009972729;0;0;0;0
2638;194;35;2;3;0;17;0.015865203;0;0;0;0
2639;210;36;3;1;0;18;0.009057605;0;0;0;0
2640;234;24;2;1;0;0;0.021149833;0;0;0;0
2641;159;33;2;1;0.122939165;9;0.000573033;0;0;0;0
2642;226;17;2;3;0;0;0.016419752;0;0;0;0
2643;84;44;2;3;0;15;0.017069124;0;0;0;0
2644;13;33;3;3;0.9679655;0;0.012100858;0;0;0;0
2645;120;53;3;3;0.786443795;9;0.01331872;0;0;0;1
2646;6;76;4;2;0;0;0.007865555;0;0;0;0
2647;237;39;4;1;0;6;0.023923142;0;0;0;0
2648;12;64;4;3;0;6;0.01561503;0;0;0;0
2649;155;60;5;2;0.624941468;20;0.000181945;0;0;0;1
2650;160;49;4;4;0;0;0.013832354;0;0;0;0
2651;82;32;2;1;0;2;0.023824693;0;0;0;0
2652;232;28;2;7;0;0;0.032857436;0;0;0;0
2653;156;16;2;1;0;0;0.060555344;0;0;0;0
2654;74;48;3;1;0;14;0.008642373;0;0;0;0
2655;189;75;5;1;0;2;0.006161951;0;0;0;0
2656;76;30;2;3;0;6;0.026749472;0;0;0;0
2657;221;79;5;3;0.291711533;0;0.003118708;0;0;0;0
2658;66;34;3;1;0;18;0.00072012;0;0;0;0
2659;123;34;2;3;0;6;0.022500731;0;0;0;0
2660;210;72;5;3;0;6;0.006614423;0;0;0;0
2661;186;25;3;3;0;20;0.03161663;0;0;0;1
2662;25;31;3;2;0;20;0.026451582;0;0;0;0
2663;168;54;3;2;0;8;0.008943535;0;0;0;0
2664;80;35;3;1;0.145734972;13;0.00363876;0;0;0;0
2665;31;41;3;2;0.528094618;19;0.013463115;0;0;0;0
2666;168;45;4;1;0.347901141;4;0.010151905;0;0;0;0
2667;53;88;6;3;0;2;0.00164801;0;0;0;0
2668;113;49;4;2;0;5;0.013177384;0;0;0;0
2669;123;33;2;3;0;0;0.024181197;0;0;0;0
2670;8;22;2;1;0;1;0.014292533;0;0;0;0
2671;160;45;3;3;0.954927327;5;0.009563132;0;0;0;1
2672;111;57;4;1;0;18;0.017133121;0;0;0;0
2673;124;30;3;1;0.089353698;17;0.027825085;0;0;0;0
2674;181;24;2;3;0.471120583;1;0.032641618;0;0;0;0
2675;69;68;4;2;0;17;0.013272487;0;0;0;0
2676;237;96;5;1;0.459451066;12;0.008904908;0;0;0;0
2677;128;21;3;3;0;5;0.000757028;0;0;0;0
2678;149;27;2;1;0;0;0.018843494;0;0;0;0
2679;154;9;1;2;0;1;0.098641067;0;0;0;0
2680;180;71;4;3;0;15;0.000795663;0;0;0;0
2681;207;40;3;2;0.973059301;20;0.011960533;0;0;0;1
2682;117;27;2;1;0.433268934;8;0.026807271;0;0;0;0
2683;171;12;1;1;0;5;0.016682859;0;0;0;0
2684;12;21;2;1;0;7;0.012148441;0;0;0;0
2685;206;66;4;2;0;9;0.004232664;0;0;0;0
2686;31;14;2;3;0.546386544;0;0.063622741;0;0;0;0
2687;179;16;2;3;0;0;0.043738707;0;0;0;0
2688;50;71;5;3;0;19;0.011640114;0;0;0;0
2689;160;25;3;3;0;0;0.014154873;0;0;0;0
2690;60;32;3;2;0;19;0.006300804;0;0;0;0
2691;117;46;3;1;0.668825764;14;0.015176918;0;0;0;1
2692;46;83;4;3;0.103357144;13;0.009783533;0;0;0;0
2693;168;22;3;2;0;0;0.015127427;0;0;0;0
2694;180;29;3;2;0;10;0.018637005;0;0;0;0
2695;171;20;2;1;0;19;0.015275689;0;0;0;0
2696;121;26;2;2;0.207917437;0;0.029329562;0;0;0;0
2697;148;25;1;1;0;0;0.037889555;0;0;0;0
2698;209;40;2;3;0.61229381;14;0.006869645;0;0;0;1
2699;92;29;2;1;0;18;0.01883935;0;0;0;0
2700;177;81;4;4;0.629817704;15;0.009286745;0;0;0;1
2701;130;53;3;1;0.879152379;6;0.017988407;0;0;0;0
2702;10;50;3;1;0;0;0.016410025;0;0;0;0
2703;228;39;4;1;0.720537046;7;0.01092967;0;0;0;0
2704;66;41;2;1;0;15;0.002067749;0;0;0;0
2705;197;48;4;2;0;13;0.012331935;0;0;0;0
2706;197;33;2;3;0;3;0.017322718;0;0;0;0
2707;99;20;1;1;0;0;0.041736188;0;0;0;0
2708;169;35;3;5;0;15;0.021951479;0;0;0;0
2709;217;18;3;2;0;6;0.026707865;0;0;0;0
2710;194;38;2;2;0.82852079;20;0.011807325;0;0;0;1
2711;220;51;4;3;0.922085298;0;0.006226276;0;0;0;0
2712;171;66;4;3;0;0;0.008559366;0;0;0;0
2713;36;30;2;3;0;0;0.004556688;0;0;0;0
2714;142;51;3;3;0.443912481;14;0.00918364;0;0;0;1
2715;155;31;3;1;0;20;0.026965093;0;0;0;0
2716;233;13;2;5;0;3;0.039544274;0;0;0;0
2717;49;17;1;1;0;2;0.026779504;0;0;0;0
2718;61;12;2;2;0;10;0.079521832;0;0;0;0
2719;15;66;5;2;0.850706186;14;0.009407662;0;0;0;0
2720;211;20;2;3;0.041391988;5;0.002470096;0;0;0;0
2721;178;72;4;2;0;18;0.012348723;0;0;0;0
2722;208;30;3;1;0;4;0.018985055;0;0;0;0
2723;182;3;1;2;0;4;0.304994601;0;0;0;0
2724;203;39;4;1;0;0;0.003896381;0;0;0;0
2725;213;32;3;3;0;9;0.018356834;0;0;0;0
2726;111;36;3;2;0;14;0.010936333;0;0;0;0
2727;60;23;1;3;0;0;0.037194607;0;0;0;0
2728;173;67;4;3;0;15;0.013009175;0;0;0;0
2729;124;31;2;3;0;2;0.012148556;0;0;0;0
2730;94;43;4;2;0;9;0.00140386;0;0;0;0
2731;16;20;3;3;0;0;0.005237925;0;0;0;0
2732;147;18;3;2;0;1;0.003335432;0;0;0;0
2733;84;32;2;2;0;8;0.015707047;0;0;0;0
2734;148;53;4;5;0;20;0.005738621;0;0;0;1
2735;29;67;5;3;0;0;0.002334383;0;0;0;0
2736;30;35;2;2;0.017748218;12;0.006890861;0;0;0;0
2737;101;43;2;1;0;11;0.019172327;0;0;0;0
2738;13;20;2;1;0;0;0.023820749;0;0;0;0
2739;26;41;4;1;0.965622523;14;0.002289273;0;0;0;1
2740;139;25;2;2;0;10;0.029056963;0;0;0;0
2741;218;68;3;2;0.361962789;2;0.004169087;0;0;0;0
2742;169;22;2;1;0;3;0.040041148;0;0;0;0
2743;174;85;6;4;0.920787749;16;0.010419915;0;0;0;1
2744;37;70;4;3;0.652897948;0;0.010934906;0;0;0;0
2745;38;68;5;2;0;9;0.000743678;0;0;0;0
2746;184;47;3;1;0;0;0.017927377;0;0;0;0
2747;140;19;3;5;0;0;0.011194744;0;0;0;0
2748;74;32;3;2;0;0;0.024813213;0;0;0;0
2749;180;27;2;2;0;6;0.029477886;0;0;0;0
2750;92;49;3;2;0.603932273;0;0.014398669;0;0;0;0
2751;237;54;5;3;0;13;0.008370225;0;0;0;0
2752;195;40;4;3;0.269258713;12;0.022289122;0;0;0;0
2753;155;63;4;7;0;18;0.011504074;0;0;0;1
2754;25;13;2;2;0;0;0.041540931;0;0;0;0
2755;59;89;5;1;0.746028328;0;0.001851245;0;0;0;0
2756;39;45;4;2;0.559244333;0;0.017997803;0;0;0;0
2757;222;13;3;5;0;19;0.075928859;0;0;0;1
2758;38;45;4;1;0.615700404;5;0.010974591;0;0;0;0
2759;47;87;6;3;0.587173103;4;0.003861148;0;0;0;0
2760;28;45;4;3;0;0;0.006299258;0;0;0;0
2761;238;52;3;1;0.829242955;15;0.011692202;0;0;0;1
2762;210;81;4;2;0;18;0.000652928;0;0;0;0
2763;84;40;3;3;0;16;0.00620418;0;0;0;0
2764;113;33;3;1;0;19;0.021664921;0;0;0;0
2765;115;33;2;1;0;8;0.022898211;0;0;0;0
2766;200;33;2;1;0;0;0.028379089;0;0;0;0
2767;94;37;2;1;0;0;0.012417965;0;0;0;0
2768;173;44;3;1;0;0;0.000395866;0;0;0;0
2769;208;36;2;2;0.553406405;16;0.011809352;0;0;0;1
2770;59;28;2;2;0;6;0.014881674;0;0;0;0
2771;169;63;5;6;0;5;0.01354804;0;0;0;0
2772;71;74;4;2;0;20;0.002322125;0;0;0;0
2773;84;59;4;1;0.699205905;4;0.001540071;0;0;0;0
2774;148;60;3;2;0;18;0.016139509;0;0;0;0
2775;222;8;1;3;0;11;0.115047802;0;0;0;0
2776;49;41;3;3;0;5;0.015698746;0;0;0;0
2777;103;35;4;2;0.627369023;16;0.014907758;0;0;0;1
2778;230;23;2;2;0.117216094;4;0.032700946;0;0;0;0
2779;180;27;2;2;0;0;0.019067923;0;0;0;0
2780;35;21;2;2;0.03221519;0;0.046823856;0;0;0;0
2781;18;52;4;1;0;6;0.012660886;0;0;0;0
2782;230;42;3;1;0;18;0.00886359;0;0;0;0
2783;81;61;5;1;0;0;0.006351622;0;0;0;0
2784;107;35;3;3;0;16;0.006338565;0;0;0;0
2785;71;20;2;2;0;12;0.015177817;0;0;0;0
2786;58;23;2;1;0.11024516;6;0.026943493;0;0;0;0
2787;221;26;3;3;0;11;0.037816238;0;0;0;0
2788;169;52;4;3;0.908454693;6;0.008638468;0;0;0;1
2789;30;26;2;3;0;1;0.025456415;0;0;0;0
2790;97;27;3;1;0;0;0.029852423;0;0;0;0
2791;177;54;3;3;0.844497347;12;0.017352748;0;0;0;1
2792;41;49;3;3;0;0;0.005226931;0;0;0;0
2793;109;35;2;2;0;4;0.026590375;0;0;0;0
2794;234;49;3;3;0;0;0.020074074;0;0;0;0
2795;15;73;5;3;0;15;0.007165259;0;0;0;0
2796;6;26;2;3;0;17;0.021153409;0;0;0;0
2797;17;68;4;1;0;0;0.012738497;0;0;0;0
2798;7;30;2;2;0;0;0.016353186;0;0;0;0
2799;89;32;2;2;0;0;0.003322906;0;0;0;0
2800;190;28;2;1;0;11;0.027719148;0;0;0;0
2801;187;79;5;4;0.694566227;0;0.004626894;0;0;0;0
2802;201;24;2;1;0;0;0.0302352;0;0;0;0
2803;172;38;3;2;0.827335877;18;0.005180929;0;0;0;1
2804;133;37;3;2;0.163728554;12;0.011965958;0;0;0;0
2805;36;16;2;3;0;19;0.025675328;0;0;0;0
2806;132;26;3;2;0.15724159;16;0.033753436;0;0;0;0
2807;195;58;4;2;0.744261007;0;0.01650966;0;0;0;0
2808;221;34;3;1;0;9;0.010721564;0;0;0;0
2809;86;30;2;1;0;1;0.009307076;0;0;0;0
2810;7;67;4;1;0;3;0.008759289;0;0;0;0
2811;117;56;3;2;0.848944855;0;0.002416155;0;0;0;0
2812;186;41;3;3;0;17;0.018002849;0;0;0;0
2813;226;18;2;2;0;0;0.024118906;0;0;0;0
2814;56;57;4;1;0;10;0.000288514;0;0;0;0
2815;41;22;2;2;0;0;0.016184481;0;0;0;0
2816;62;29;2;2;0.005314976;12;0.009338253;0;0;0;0
2817;6;38;3;1;0.565332917;15;0.008427922;0;0;0;0
2818;161;38;3;3;0;20;0.013766727;0;0;0;1
2819;98;12;2;1;0;0;0.01446313;0;0;0;0
2820;70;77;5;1;0;4;0.012291603;0;0;0;0
2821;234;28;2;3;0.925344727;14;0.006401371;0;0;0;1
2822;80;38;3;3;0;16;0.014547918;0;0;0;0
2823;116;17;2;3;0;9;0.024583858;0;0;0;0
2824;213;10;2;3;0;3;0.040519325;0;0;0;0
2825;194;96;5;1;0;13;0.001026899;0;0;0;0
2826;226;59;3;1;0;17;0.014555899;0;0;0;0
2827;167;61;4;3;0;18;0.000350614;0;0;0;0
2828;59;35;2;2;0.610383634;7;0.016878201;0;0;0;0
2829;205;66;5;2;0;11;0.002319133;0;0;0;0
2830;127;17;2;1;0;14;0.008890585;0;0;0;0
2831;215;16;1;1;0;0;0.00147816;0;0;0;0
2832;38;101;5;2;0.562842222;19;0.00472363;0;0;0;1
2833;173;32;3;5;0;13;0.007045243;0;0;0;0
2834;213;25;3;2;0;7;0.023169644;0;0;0;0
2835;54;41;4;2;0.556579765;0;0.00018004;0;0;0;0
2836;61;33;3;3;0;7;0.02930466;0;0;0;0
2837;156;34;2;2;0;17;0.016685961;0;0;0;0
2838;27;59;4;1;0;19;0.004442414;0;0;0;0
2839;144;18;1;3;0.193546009;0;0.0380193;0;0;0;0
2840;190;45;3;1;0.573846958;18;0.000424921;0;0;0;1
2841;112;42;3;2;0;14;0.005013757;0;0;0;0
2842;9;44;3;3;0.392299765;18;0.014114245;0;0;0;0
2843;70;50;3;1;0.77553761;20;0.019393265;0;0;0;1
2844;141;45;3;1;0;18;0.018301807;0;0;0;0
2845;236;16;2;1;0;1;0.002966839;0;0;0;0
2846;133;58;5;1;0;12;0.006389151;0;0;0;0
2847;55;31;3;1;0;4;0.007946825;0;0;0;0
2848;191;50;3;3;0;19;0.012362354;0;0;0;1
2849;234;30;2;3;0.139868394;4;0.027623661;0;0;0;0
2850;79;61;4;1;0;0;0.00986779;0;0;0;0
2851;113;21;2;3;0;8;0.027164762;0;0;0;0
2852;114;42;3;3;0;0;0.023455589;0;0;0;0
2853;44;36;2;2;0;0;0.013806733;0;0;0;0
2854;59;25;2;3;0.528200741;10;0.021787277;0;0;0;0
2855;175;38;4;2;0;8;0.007915061;0;0;0;0
2856;228;23;3;1;0;0;0.026018952;0;0;0;0
2857;170;37;3;3;0.610180058;6;0.021879375;0;0;0;0
2858;127;23;2;3;0;3;0.042329561;0;0;0;0
2859;205;51;3;2;0.587417104;0;0.007106676;0;0;0;0
2860;114;53;3;3;0;17;0.011451727;0;0;0;0
2861;19;24;1;3;0;5;0.039748817;0;0;0;0
2862;46;20;2;1;0.14909699;0;0.036902922;0;0;0;0
2863;29;27;2;2;0.535071952;0;0.029118082;0;0;0;0
2864;77;20;2;3;0;15;0.041412425;0;0;0;0
2865;206;28;3;1;0;6;0.033299851;0;0;0;0
2866;140;31;3;2;0;19;0.014819045;0;0;0;0
2867;123;58;4;5;0.529887111;10;0.012420674;0;0;0;1
2868;225;44;4;1;0;17;0.01223203;0;0;0;0
2869;199;38;4;3;0;12;0.017015513;0;0;0;0
2870;98;27;3;1;0;0;0.021626279;0;0;0;0
2871;165;25;2;2;0;12;0.016802352;0;0;0;0
2872;226;35;4;3;0;0;0.027953215;0;0;0;0
2873;172;26;3;1;0;11;0.028294843;0;0;0;0
2874;65;34;2;1;0;19;0.01589997;0;0;0;0
2875;27;40;2;1;0.148045935;2;0.007309256;0;0;0;0
2876;44;32;3;1;0.042147686;14;0.016677519;0;0;0;0
2877;105;82;4;5;0;4;0.004626226;0;0;0;0
2878;157;35;2;2;0;14;0.004817129;0;0;0;0
2879;63;29;2;1;0;13;0.032741805;0;0;0;0
2880;198;10;1;3;0;0;0.061655459;0;0;0;0
2881;41;22;2;2;0;9;0.001834094;0;0;0;0
2882;215;31;2;1;0;9;0.015803596;0;0;0;0
2883;143;33;2;2;0;3;0.007436138;0;0;0;0
2884;71;20;3;1;0;0;0.04789815;0;0;0;0
2885;128;63;4;2;0;1;0.008068268;0;0;0;0
2886;10;19;2;3;0;1;0.05149529;0;0;0;0
2887;28;9;2;2;0;2;0.072292021;0;0;0;0
2888;217;33;2;4;0;12;0.029320116;0;0;0;0
2889;122;33;3;5;0;15;0.014556416;0;0;0;0
2890;0;27;2;1;0;17;0.008761462;0;0;0;0
2891;180;56;3;1;0;12;0.000854475;0;0;0;0
2892;61;22;3;1;0;10;0.039972412;0;0;0;0
2893;98;13;1;1;0;18;0.043847047;0;0;0;0
2894;122;44;2;4;0.891214696;4;0.001566513;0;0;0;1
2895;21;52;3;3;0.780381138;6;0.001000704;0;0;0;0
2896;15;36;3;2;0.396375364;10;0.0187476;0;0;0;0
2897;81;31;3;3;0;0;0.016822143;0;0;0;0
2898;68;53;4;1;0;0;0.011176185;0;0;0;0
2899;132;24;2;2;0;1;0.024905879;0;0;0;0
2900;105;51;4;2;0;14;0.012880578;0;0;0;0
2901;139;16;2;2;0;0;0.004952795;0;0;0;0
2902;110;38;3;2;0.396806726;1;0.008320576;0;0;0;0
2903;158;19;2;2;0;4;0.05182465;0;0;0;0
2904;88;27;2;2;0;0;0.014374039;0;0;0;0
2905;206;53;4;1;0;5;0.017700969;0;0;0;0
2906;14;39;2;3;0.820541632;11;0.011661;0;0;0;0
2907;18;58;4;3;0.192389331;12;0.015692259;0;0;0;0
2908;21;35;4;1;0.798846419;14;0.028043424;0;0;0;0
2909;18;17;1;3;0;10;0.054525849;0;0;0;0
2910;99;64;4;1;0.792311779;15;0.010314475;0;0;0;1
2911;120;51;4;3;0;0;0.011120745;0;0;0;0
2912;206;52;3;3;0.030324329;0;0.012775187;0;0;0;0
2913;150;50;4;6;0;0;0.004525742;0;0;0;0
2914;41;20;2;2;0;0;0.046880176;0;0;0;0
2915;61;71;5;1;0;9;0.006221714;0;0;0;0
2916;186;21;3;3;0;16;0.010282048;0;0;0;0
2917;14;19;2;2;0;0;0.011333351;0;0;0;0
2918;138;53;3;3;0;6;0.001214781;0;0;0;0
2919;67;23;3;1;0;9;0.031210796;0;0;0;0
2920;190;57;5;3;0;4;0.00513234;0;0;0;0
2921;21;21;2;3;0;2;0.000298206;0;0;0;0
2922;44;50;4;1;0;14;0.00036802;0;0;0;0
2923;15;25;3;3;0;2;0.017209141;0;0;0;0
2924;4;18;2;1;0;0;0.035088507;0;0;0;0
2925;167;30;2;3;0;0;0.024745351;0;0;0;0
2926;216;17;3;2;0;16;0.03000468;0;0;0;0
2927;194;31;2;2;0.003617305;16;0.026404881;0;0;0;0
2928;208;47;3;1;0;0;0.000199177;0;0;0;0
2929;203;20;3;3;0;14;0.028624621;0;0;0;0
2930;53;96;6;2;0.712609689;9;0.002998857;0;0;0;0
2931;78;28;2;3;0;9;0.031865744;0;0;0;0
2932;35;47;3;3;0;1;0.00701589;0;0;0;0
2933;233;46;3;3;0.943154333;7;0.002146754;0;0;0;1
2934;68;51;4;1;0;7;0.013046877;0;0;0;0
2935;149;23;2;2;0;19;0.029962698;0;0;0;0
2936;12;38;4;2;0;0;0.022072623;0;0;0;0
2937;86;47;3;1;0;16;0.005216418;0;0;0;0
2938;227;23;2;3;0;7;0.037413944;0;0;0;0
2939;96;36;3;1;0;10;0.002198711;0;0;0;0
2940;4;88;5;3;0;4;0.000799616;0;0;0;0
2941;166;25;3;1;0;0;0.024333818;0;0;0;0
2942;81;58;4;3;0;10;0.013575249;0;0;0;0
2943;72;11;1;3;0;0;0.023380176;0;0;0;0
2944;217;45;3;2;0;0;0.003802463;0;0;0;0
2945;188;34;2;3;0;15;0.01287671;0;0;0;0
2946;29;48;3;2;0;13;0.01371485;0;0;0;0
2947;74;26;2;1;0;14;0.006276619;0;0;0;0
2948;213;56;4;1;0.465642014;16;0.01341464;0;0;0;1
2949;128;15;1;3;0;2;0.050924746;0;0;0;0
2950;13;58;3;2;0.777186415;0;0.014961409;0;0;0;0
2951;112;51;3;2;0;17;0.003936285;0;0;0;0
2952;112;52;3;3;0;0;0.010798263;0;0;0;0
2953;227;18;1;1;0;0;0.046178955;0;0;0;0
2954;28;86;6;1;0.374134685;0;0.009425054;0;0;0;0
2955;44;54;5;3;0;17;0.009452537;0;0;0;0
2956;18;53;4;1;0.157107181;3;0.012298826;0;0;0;0
2957;97;37;2;1;0;19;0.018835336;0;0;0;0
2958;52;23;3;3;0;13;0.005846089;0;0;0;0
2959;198;45;4;1;0;0;0.013178102;0;0;0;0
2960;47;54;4;3;0.810429645;8;0.006632574;0;0;0;0
2961;101;28;2;1;0;4;0.020563533;0;0;0;0
2962;73;26;2;1;0.581907272;7;0.004526219;0;0;0;0
2963;83;32;3;3;0.555105638;0;0.014303145;0;0;0;0
2964;202;42;2;3;0;13;0.017029711;0;0;0;0
2965;116;27;2;4;0;0;0.023720496;0;0;0;0
2966;67;41;3;3;0;0;0.012837983;0;0;0;0
2967;53;23;2;2;0;13;0.034880795;0;0;0;0
2968;28;33;3;3;0.597588671;14;0.018090745;0;0;0;0
2969;115;30;3;3;0;20;0.008339808;0;0;0;0
2970;147;28;2;3;0;10;0.030589744;0;0;0;0
2971;68;52;4;2;0.75528405;17;0.017880008;0;0;0;1
2972;149;24;2;1;0;15;0.014556292;0;0;0;0
2973;111;28;2;1;0;13;0.004464149;0;0;0;0
2974;23;67;5;1;0;0;0.004933194;0;0;0;0
2975;150;47;4;1;0;16;0.020150871;0;0;0;0
2976;204;66;3;1;0;3;0.005652801;0;0;0;0
2977;168;20;2;1;0;0;0.007417702;0;0;0;0
2978;187;34;2;3;0;19;0.023261582;0;0;0;1
2979;99;33;3;1;0;0;0.019478951;0;0;0;0
2980;119;60;5;3;0;20;0.003878208;0;0;0;0
2981;50;32;2;2;0;5;0.01309605;0;0;0;0
2982;67;84;5;2;0;16;0.008564027;0;0;0;0
2983;190;39;2;1;0.537286847;14;0.011738041;0;0;0;1
2984;215;38;3;2;0;7;0.000914996;0;0;0;0
2985;177;21;2;2;0;11;0.044337662;0;0;0;0
2986;66;67;4;3;0;14;0.011192526;0;0;0;0
2987;114;73;5;1;0;0;0.012696744;0;0;0;0
2988;81;30;2;2;0.244091948;16;0.01642672;0;0;0;0
2989;97;48;2;1;0.539190988;11;0.009391469;0;0;0;0
2990;141;23;2;2;0;8;0.038143334;0;0;0;0
2991;153;84;5;3;0;3;0.002500887;0;0;0;0
2992;211;33;2;2;0;7;0.015770135;0;0;0;0
2993;84;56;4;1;0;0;0.011950454;0;0;0;0
2994;91;37;2;1;0;10;0.016796364;0;0;0;0
2995;236;83;6;3;0.752814183;0;0.001428485;0;0;0;0
2996;62;45;3;2;0.673005378;11;0.018145231;0;0;0;0
2997;223;35;2;2;0;18;0.026759682;0;0;0;0
2998;174;25;1;1;0;18;0.034523301;0;0;0;0
2999;69;19;2;1;0.020682087;0;0.042021171;0;0;0;0
3000;60;17;1;1;0;5;0.003193216;0;0;0;0
3001;73;58;4;2;0.818012537;0;0.01206958;0;0;0;0
3002;174;23;2;3;0;17;0.003351128;0;0;0;0
3003;87;70;4;1;0;20;0.012400881;0;0;0;0
3004;197;33;3;3;0;2;0.0152312;0;0;0;0
3005;100;38;2;2;0;17;0.013595643;0;0;0;0
3006;107;98;6;1;0.802914746;6;0.007795285;0;0;0;0
3007;209;28;3;1;0;9;0.021513121;0;0;0;0
3008;213;41;4;3;0;17;0.016856687;0;0;0;0
3009;110;40;3;2;0;0;0.021784912;0;0;0;0
3010;219;20;2;2;0;8;0.043555706;0;0;0;0
3011;180;24;2;3;0;16;0.006723622;0;0;0;0
3012;194;24;2;2;0.317763134;10;0.019774453;0;0;0;0
3013;218;22;2;7;0;3;0.00637066;0;0;0;0
3014;171;63;3;3;0;17;0.014566195;0;0;0;0
3015;3;97;5;2;0;15;0.005472368;0;0;0;0
3016;136;49;3;1;0;16;0.001076214;0;0;0;0
3017;7;24;1;2;0;6;0.016189983;0;0;0;0
3018;30;76;5;2;0.577837312;14;0.00563435;0;0;0;0
3019;41;47;4;1;0;4;0.002371827;0;0;0;0
3020;199;78;5;1;0;2;0.01045825;0;0;0;0
3021;119;58;3;4;0.03966379;11;0.007894528;0;0;0;0
3022;103;16;2;1;0;13;0.040428236;0;0;0;0
3023;157;28;2;2;0;0;0.010680755;0;0;0;0
3024;216;25;2;3;0.905669144;0;0.012849157;0;0;0;0
3025;205;32;2;1;0;2;0.005262654;0;0;0;0
3026;208;52;4;3;0.368367573;1;0.00100703;0;0;0;0
3027;72;44;3;2;0;13;0.017219669;0;0;0;0
3028;213;26;2;1;0;9;0.01908311;0;0;0;0
3029;109;31;3;2;0.225784318;5;0.005235973;0;0;0;0
3030;195;53;4;3;0.028202349;1;0.002322866;0;0;0;0
3031;172;39;4;3;0.419529902;0;0.023339377;0;0;0;0
3032;239;78;6;1;0;2;0.008863998;0;0;0;0
3033;220;33;2;4;0;16;0.009016799;0;0;0;0
3034;233;30;3;3;0;0;0.028617707;0;0;0;0
3035;49;21;2;2;0;2;0.041657752;0;0;0;0
3036;47;21;3;1;0;0;0.038499801;0;0;0;0
3037;168;20;1;1;0;14;0.035955352;0;0;0;0
3038;199;40;3;1;0.01284019;1;0.010918354;0;0;0;0
3039;208;15;1;2;0;7;0.043921986;0;0;0;0
3040;147;39;3;1;0;20;0.01616002;0;0;0;0
3041;138;35;3;3;0;13;0.019838631;0;0;0;0
3042;170;28;3;1;0;5;0.019070925;0;0;0;0
3043;6;32;2;3;0.925857434;12;0.02878989;0;0;0;0
3044;138;28;2;2;0;0;0.02954639;0;0;0;0
3045;96;16;1;3;0;12;0.056108721;0;0;0;0
3046;193;26;2;2;0.120231322;3;0.01256417;0;0;0;0
3047;223;73;5;1;0;1;0.000598934;0;0;0;0
3048;102;39;3;2;0;7;0.0233418;0;0;0;0
3049;222;35;4;2;0.040562961;20;0.020645884;0;0;0;0
3050;172;27;3;1;0.280257482;15;0.000446094;0;0;0;0
3051;86;54;3;3;0;14;0.006221296;0;0;0;0
3052;230;42;4;1;0;0;0.023498537;0;0;0;0
3053;30;73;4;3;0.888368123;17;0.005670135;0;0;0;1
3054;171;73;5;2;0.891265696;12;0.000713129;0;0;0;1
3055;184;13;1;1;0;20;0.048340796;0;0;0;0
3056;82;11;1;3;0;18;0.060720489;0;0;0;0
3057;52;76;4;1;0;13;0.003155259;0;0;0;0
3058;212;29;3;1;0.220588252;5;0.003574826;0;0;0;0
3059;195;20;2;7;0;11;0.031807412;0;0;0;0
3060;158;19;3;3;0;0;0.017267856;0;0;0;0
3061;59;25;1;2;0.104248873;4;0.029647185;0;0;0;0
3062;188;40;3;6;0;12;0.02498159;0;0;0;0
3063;132;60;3;1;0;10;0.005149218;0;0;0;0
3064;233;31;3;2;0;6;0.010283141;0;0;0;0
3065;52;66;4;1;0.032313345;16;0.001432371;0;0;0;0
